order_id,customer_id,product_id,store_id,employee_id,order_date,quantity,unit_price,discount_pct,payment_method,order_status,total_price,order_month
8974,662,86,5,23,2023-05-19,5.0,302.91,0.15,PayPal,Completed,1287.37,2023-05
8975,1820,297,12,11,2024-11-25,3.0,334.26,0.1,Debit Card,Returned,902.5,2024-11
8976,991,33,5,48,2025-11-15,5.0,422.83,0.0,Gift Card,Completed,2114.15,2025-11
8977,1893,273,11,7,2023-08-08,1.0,265.88,0.1,Cash,Shipped,239.29,2023-08
8978,978,213,3,43,2023-06-29,5.0,64.0,0.15,Debit Card,Completed,272.0,2023-06
8979,1877,248,5,1,2024-06-30,2.0,230.55,0.0,PayPal,Completed,461.1,2024-06
8980,259,138,14,47,2024-03-22,3.0,102.03,0.15,Cash,Completed,260.18,2024-03
8981,1802,150,9,25,2024-12-18,6.0,157.31,0.05,Credit Card,Completed,896.67,2024-12
8982,1212,87,9,38,2024-07-26,5.0,321.84,0.15,Cash,Completed,1367.82,2024-07
8983,1871,250,8,19,2023-09-26,3.0,120.54,0.2,Gift Card,Pending,289.3,2023-09
8984,896,120,4,26,2025-02-04,3.0,346.06,0.15,Credit Card,Returned,882.45,2025-02
8985,1765,21,11,33,2023-04-27,4.0,407.45,0.0,Debit Card,Shipped,1629.8,2023-04
8986,1123,243,12,11,2025-08-18,4.0,523.63,0.0,Debit Card,Returned,2094.52,2025-08
8987,852,80,6,14,2023-09-28,5.0,249.35,0.05,Cash,Completed,1184.41,2023-09
8988,1127,71,9,25,2024-09-06,3.0,251.36,0.0,Gift Card,Completed,754.08,2024-09
8989,1583,79,3,31,2023-03-21,1.0,143.89,0.1,PayPal,Completed,129.5,2023-03
8990,1296,177,10,29,2023-11-16,4.0,467.22,0.0,Gift Card,Pending,1868.88,2023-11
8991,698,272,2,3,2024-10-07,5.0,596.66,0.15,Debit Card,Completed,2535.8,2024-10
8992,1432,106,8,39,2025-01-10,4.0,127.35,0.0,Cash,Cancelled,509.4,2025-01
8993,863,170,10,4,2024-09-25,2.0,260.29,0.0,Gift Card,Returned,520.58,2024-09
8994,1255,252,15,5,2024-04-14,5.0,163.4,0.1,PayPal,Completed,735.3,2024-04
8995,1564,78,2,3,2025-11-13,1.0,176.26,0.0,Credit Card,Completed,176.26,2025-11
8996,1049,21,4,35,2025-01-11,6.0,407.45,0.0,Gift Card,Completed,2444.7,2025-01
8997,1015,71,4,34,2024-07-11,2.0,251.36,0.0,Credit Card,Shipped,502.72,2024-07
8998,1100,289,5,48,2023-03-03,2.0,246.14,0.0,Gift Card,Pending,492.28,2023-03
8999,937,145,3,20,2024-09-05,4.0,328.64,0.0,Gift Card,Completed,1314.56,2024-09
9000,508,294,7,40,2023-05-15,1.0,345.43,0.05,Debit Card,Completed,328.16,2023-05
9001,1571,229,9,25,2024-10-29,1.0,321.97,0.1,PayPal,Completed,289.77,2024-10
9002,17,131,13,46,2025-12-18,3.0,582.03,0.1,PayPal,Completed,1571.48,2025-12
9003,1130,245,10,29,2023-11-06,4.0,328.64,0.0,PayPal,Returned,1314.56,2023-11
9004,1519,38,15,18,2025-03-29,5.0,142.98,0.05,Cash,Pending,679.16,2025-03
9005,243,44,5,48,2025-11-22,4.0,317.68,0.05,PayPal,Completed,1207.18,2025-11
9006,531,294,8,39,2024-05-30,5.0,345.43,0.05,Gift Card,Completed,1640.79,2024-05
9007,990,41,12,10,2023-01-01,2.0,441.65,0.15,Gift Card,Pending,750.8,2023-01
9008,1852,8,13,30,2023-04-14,1.0,143.64,0.2,Gift Card,Cancelled,114.91,2023-04
9009,21,151,4,35,2025-01-04,2.0,61.55,0.0,PayPal,Completed,123.1,2025-01
9010,525,108,2,28,2025-09-24,3.0,603.53,0.2,Cash,Pending,1448.47,2025-09
9011,1700,193,7,40,2025-02-16,3.0,248.63,0.2,Debit Card,Shipped,596.71,2025-02
9012,774,201,1,50,2024-08-06,3.0,307.14,0.2,Gift Card,Completed,737.14,2024-08
9013,403,59,1,50,2025-11-17,3.0,239.55,0.0,Credit Card,Completed,718.65,2025-11
9014,1377,1,1,36,2023-03-18,6.0,31.01,0.0,Gift Card,Returned,186.06,2023-03
9015,430,195,5,23,2023-07-03,5.0,165.25,0.0,Debit Card,Cancelled,826.25,2023-07
9016,1050,66,9,38,2024-08-28,1.0,330.95,0.05,PayPal,Cancelled,314.4,2024-08
9017,1418,267,9,25,2023-07-03,6.0,139.61,0.0,Debit Card,Cancelled,837.66,2023-07
9018,821,95,13,42,2024-07-11,4.0,435.89,0.0,Credit Card,Completed,1743.56,2024-07
9019,1679,230,11,12,2023-04-29,2.0,49.56,0.0,PayPal,Completed,99.12,2023-04
9020,1392,219,13,30,2025-10-16,4.0,243.18,0.1,Credit Card,Completed,875.45,2025-10
9021,1356,68,10,6,2023-01-19,5.0,15.0,0.1,PayPal,Returned,67.5,2023-01
9022,1776,187,6,9,2023-05-09,4.0,226.55,0.15,PayPal,Shipped,770.27,2023-05
9023,758,188,2,37,2023-12-13,6.0,448.74,0.0,Credit Card,Returned,2692.44,2023-12
9024,194,161,6,9,2023-10-11,2.0,322.86,0.15,Credit Card,Returned,548.86,2023-10
9025,1547,225,4,34,2024-10-09,2.0,131.27,0.0,Cash,Completed,262.54,2024-10
9026,304,183,6,9,2024-05-26,6.0,70.12,0.05,PayPal,Cancelled,399.68,2024-05
9027,1403,138,15,18,2024-02-10,2.0,102.03,0.0,Cash,Completed,204.06,2024-02
9028,1622,112,14,47,2023-10-18,6.0,347.45,0.15,Gift Card,Completed,1772.0,2023-10
9029,1081,101,8,19,2025-01-16,6.0,314.94,0.0,Gift Card,Completed,1889.64,2025-01
9030,200,193,4,34,2023-03-01,5.0,248.63,0.1,Credit Card,Shipped,1118.84,2023-03
9031,748,130,11,12,2024-01-23,1.0,293.35,0.15,PayPal,Completed,249.35,2024-01
9032,1505,217,7,2,2024-10-26,6.0,80.74,0.0,Debit Card,Completed,484.44,2024-10
9033,270,36,9,25,2025-12-16,4.0,480.04,0.05,Gift Card,Returned,1824.15,2025-12
9034,1879,292,4,35,2023-03-06,3.0,398.38,0.1,Gift Card,Completed,1075.63,2023-03
9035,626,113,9,25,2024-02-02,4.0,438.2,0.2,Gift Card,Completed,1402.24,2024-02
9036,1745,103,1,50,2023-05-08,2.0,220.08,0.0,Gift Card,Completed,440.16,2023-05
9037,1619,282,14,47,2023-11-03,1.0,461.23,0.05,PayPal,Completed,438.17,2023-11
9038,1695,147,11,7,2025-06-08,4.0,433.97,0.0,Gift Card,Completed,1735.88,2025-06
9039,1716,185,5,48,2024-04-10,5.0,357.71,0.05,Gift Card,Returned,1699.12,2024-04
9040,1292,211,10,29,2024-09-12,3.0,199.85,0.0,Credit Card,Completed,599.55,2024-09
9041,642,142,12,10,2025-09-28,6.0,306.71,0.0,Credit Card,Returned,1840.26,2025-09
9042,43,233,9,25,2024-04-04,6.0,400.32,0.05,Debit Card,Returned,2281.82,2024-04
9043,252,158,3,31,2023-05-29,5.0,324.07,0.1,Credit Card,Completed,1458.32,2023-05
9044,644,9,13,30,2025-10-07,5.0,307.63,0.2,Debit Card,Cancelled,1230.52,2025-10
9045,1460,123,8,19,2024-10-29,1.0,203.09,0.2,Credit Card,Completed,162.47,2024-10
9046,1481,79,7,40,2024-02-17,6.0,143.89,0.1,Gift Card,Completed,777.01,2024-02
9047,522,213,9,25,2025-03-05,4.0,64.0,0.05,Credit Card,Pending,243.2,2025-03
9048,1079,126,5,48,2025-03-24,3.0,333.86,0.1,PayPal,Pending,901.42,2025-03
9049,1955,260,12,17,2025-09-13,6.0,172.37,0.2,PayPal,Completed,827.38,2025-09
9050,1161,137,2,28,2025-02-08,3.0,47.19,0.05,Credit Card,Returned,134.49,2025-02
9051,560,49,11,7,2023-09-18,3.0,148.66,0.05,Debit Card,Completed,423.68,2023-09
9052,1572,274,6,14,2023-06-29,4.0,57.88,0.05,Credit Card,Shipped,219.94,2023-06
9053,547,281,2,45,2023-04-28,5.0,125.56,0.15,Credit Card,Completed,533.63,2023-04
9054,49,95,12,10,2025-09-18,6.0,435.89,0.1,Debit Card,Completed,2353.81,2025-09
9055,126,219,3,43,2025-06-17,6.0,243.18,0.0,Gift Card,Shipped,1459.08,2025-06
9056,1284,32,14,47,2024-01-29,1.0,162.12,0.0,PayPal,Returned,162.12,2024-01
9057,1407,128,13,13,2023-10-18,1.0,257.64,0.0,Cash,Pending,257.64,2023-10
9058,709,93,14,8,2025-11-15,2.0,380.69,0.15,Debit Card,Returned,647.17,2025-11
9059,1760,74,14,8,2023-12-09,4.0,292.63,0.0,Credit Card,Cancelled,1170.52,2023-12
9060,944,284,8,24,2023-01-17,3.0,413.62,0.05,Credit Card,Shipped,1178.82,2023-01
9061,547,66,3,31,2025-12-05,4.0,330.95,0.0,Debit Card,Cancelled,1323.8,2025-12
9062,1588,264,3,31,2025-02-27,4.0,25.86,0.05,Credit Card,Completed,98.27,2025-02
9063,1415,55,7,40,2023-07-24,6.0,17.81,0.0,Gift Card,Pending,106.86,2023-07
9064,278,87,14,8,2023-06-27,3.0,321.84,0.2,Credit Card,Pending,772.42,2023-06
9065,265,210,2,37,2025-03-23,3.0,77.07,0.0,Credit Card,Completed,231.21,2025-03
9066,1771,232,7,40,2024-03-24,5.0,316.8,0.2,Cash,Cancelled,1267.2,2024-03
9067,1525,171,5,23,2024-12-28,5.0,293.86,0.15,Cash,Completed,1248.91,2024-12
9068,323,240,14,47,2025-09-19,1.0,196.7,0.1,Cash,Cancelled,177.03,2025-09
9069,1092,240,2,45,2025-09-23,1.0,196.7,0.0,PayPal,Completed,196.7,2025-09
9070,575,184,5,48,2025-05-31,3.0,304.08,0.15,Debit Card,Completed,775.4,2025-05
9071,897,218,6,14,2023-08-25,1.0,95.1,0.0,Cash,Returned,95.1,2023-08
9072,649,276,15,5,2025-10-05,2.0,394.14,0.0,Debit Card,Completed,788.28,2025-10
9073,736,97,12,10,2025-03-12,1.0,228.27,0.15,Gift Card,Completed,194.03,2025-03
9074,250,129,13,30,2024-04-10,1.0,267.03,0.1,Debit Card,Completed,240.33,2024-04
9075,1045,40,1,50,2024-03-19,4.0,408.98,0.1,Debit Card,Completed,1472.33,2024-03
9076,1278,236,5,48,2023-07-23,6.0,209.86,0.0,Debit Card,Pending,1259.16,2023-07
9077,1416,79,9,38,2024-05-27,6.0,143.89,0.0,Debit Card,Completed,863.34,2024-05
9078,318,132,5,1,2023-01-13,3.0,127.63,0.0,PayPal,Shipped,382.89,2023-01
9079,511,273,2,3,2023-04-08,6.0,265.88,0.1,PayPal,Completed,1435.75,2023-04
9080,969,293,2,28,2025-08-13,6.0,54.25,0.15,Cash,Completed,276.68,2025-08
9081,1842,230,14,8,2024-06-05,2.0,49.56,0.0,Cash,Returned,99.12,2024-06
9082,1096,176,5,48,2023-08-20,1.0,171.51,0.0,Debit Card,Completed,171.51,2023-08
9083,1628,113,2,3,2024-02-20,3.0,438.2,0.0,PayPal,Pending,1314.6,2024-02
9084,1930,92,2,37,2025-05-29,6.0,665.8,0.2,Debit Card,Returned,3195.84,2025-05
9085,644,291,3,31,2024-01-20,3.0,9.1,0.1,Cash,Pending,24.57,2024-01
9086,1956,167,6,9,2024-12-03,4.0,87.74,0.1,PayPal,Pending,315.86,2024-12
9087,498,82,10,29,2024-04-25,5.0,166.87,0.2,Gift Card,Returned,667.48,2024-04
9088,353,293,14,47,2025-07-24,6.0,54.25,0.0,Debit Card,Completed,325.5,2025-07
9089,184,228,5,23,2024-12-18,6.0,247.35,0.2,Gift Card,Returned,1187.28,2024-12
9090,450,212,8,24,2023-10-11,1.0,26.85,0.2,Debit Card,Completed,21.48,2023-10
9091,467,172,15,18,2023-05-10,1.0,70.42,0.05,Debit Card,Completed,66.9,2023-05
9092,1764,190,5,23,2025-04-17,4.0,292.3,0.2,Gift Card,Completed,935.36,2025-04
9093,75,95,14,47,2023-05-20,3.0,435.89,0.05,Cash,Shipped,1242.29,2023-05
9094,1727,18,14,47,2023-06-14,6.0,383.42,0.0,Debit Card,Completed,2300.52,2023-06
9095,1346,229,13,42,2024-04-04,1.0,321.97,0.1,Cash,Shipped,289.77,2024-04
9096,903,167,11,33,2024-08-01,2.0,87.74,0.0,Credit Card,Pending,175.48,2024-08
9097,1621,285,7,40,2024-02-08,4.0,313.87,0.05,Credit Card,Returned,1192.71,2024-02
9098,1172,220,11,12,2025-11-30,6.0,357.02,0.15,PayPal,Pending,1820.8,2025-11
9099,1598,265,10,6,2025-02-21,2.0,348.49,0.15,PayPal,Completed,592.43,2025-02
9100,1598,114,3,31,2023-03-14,1.0,356.17,0.0,Debit Card,Shipped,356.17,2023-03
9101,1679,228,2,45,2023-01-16,3.0,247.35,0.0,PayPal,Shipped,742.05,2023-01
9102,1777,85,3,20,2024-06-01,1.0,347.38,0.2,Gift Card,Returned,277.9,2024-06
9103,42,208,12,11,2024-06-01,1.0,146.45,0.05,Gift Card,Shipped,139.13,2024-06
9104,1080,284,3,31,2025-05-20,4.0,413.62,0.0,Credit Card,Completed,1654.48,2025-05
9105,213,99,4,26,2025-08-23,3.0,384.25,0.1,PayPal,Pending,1037.48,2025-08
9106,927,199,1,50,2025-06-29,4.0,314.59,0.15,PayPal,Cancelled,1069.61,2025-06
9107,420,48,4,26,2023-10-23,5.0,397.65,0.05,Cash,Cancelled,1888.84,2023-10
9108,876,136,3,43,2025-12-11,6.0,266.29,0.0,Credit Card,Returned,1597.74,2025-12
9109,1955,105,14,8,2025-01-02,3.0,500.45,0.0,Cash,Completed,1501.35,2025-01
9110,549,41,1,41,2025-04-03,6.0,441.65,0.0,Cash,Cancelled,2649.9,2025-04
9111,115,263,12,17,2023-05-27,4.0,47.7,0.2,PayPal,Returned,152.64,2023-05
9112,1861,77,8,24,2025-12-28,4.0,442.92,0.2,Gift Card,Completed,1417.34,2025-12
9113,216,40,1,41,2023-01-04,6.0,408.98,0.0,Debit Card,Cancelled,2453.88,2023-01
9114,1938,168,6,9,2023-10-01,3.0,303.92,0.1,Credit Card,Completed,820.58,2023-10
9115,397,44,1,50,2025-12-13,1.0,317.68,0.1,Debit Card,Returned,285.91,2025-12
9116,159,208,4,35,2025-03-09,3.0,146.45,0.1,Gift Card,Completed,395.42,2025-03
9117,104,47,4,34,2023-03-08,2.0,126.89,0.1,Credit Card,Completed,228.4,2023-03
9118,1415,172,7,2,2025-10-22,6.0,70.42,0.05,Credit Card,Completed,401.39,2025-10
9119,1691,154,2,28,2024-07-22,1.0,214.32,0.2,Debit Card,Completed,171.46,2024-07
9120,353,78,5,48,2023-12-21,4.0,176.26,0.0,Cash,Cancelled,705.04,2023-12
9121,653,48,12,10,2024-11-22,2.0,397.65,0.1,Cash,Cancelled,715.77,2024-11
9122,1264,268,9,38,2025-06-20,6.0,252.86,0.0,PayPal,Completed,1517.16,2025-06
9123,1298,16,15,18,2023-09-16,1.0,561.32,0.0,PayPal,Returned,561.32,2023-09
9124,1299,53,7,2,2024-04-24,5.0,459.8,0.0,Cash,Pending,2299.0,2024-04
9125,1005,52,3,43,2023-10-23,5.0,120.46,0.15,Cash,Completed,511.95,2023-10
9126,35,268,3,31,2023-12-25,4.0,252.86,0.0,Gift Card,Completed,1011.44,2023-12
9127,610,120,14,47,2024-02-27,6.0,346.06,0.05,Credit Card,Completed,1972.54,2024-02
9128,69,17,10,4,2025-03-29,2.0,307.03,0.1,Debit Card,Completed,552.65,2025-03
9129,532,52,10,4,2023-01-28,6.0,120.46,0.0,Gift Card,Completed,722.76,2023-01
9130,232,144,4,26,2025-08-13,4.0,296.96,0.05,Credit Card,Completed,1128.45,2025-08
9131,832,149,1,22,2025-02-22,1.0,431.72,0.2,Cash,Completed,345.38,2025-02
9132,434,20,9,38,2025-11-29,4.0,170.95,0.0,Debit Card,Returned,683.8,2025-11
9133,704,80,2,37,2024-02-13,6.0,249.35,0.05,Credit Card,Completed,1421.29,2024-02
9134,391,210,10,4,2023-06-02,6.0,77.07,0.05,Cash,Cancelled,439.3,2023-06
9135,607,130,4,35,2023-09-04,6.0,293.35,0.0,Debit Card,Returned,1760.1,2023-09
9136,1589,215,3,43,2024-01-08,2.0,108.22,0.05,Debit Card,Returned,205.62,2024-01
9137,1991,289,5,23,2025-03-08,2.0,246.14,0.2,Debit Card,Returned,393.82,2025-03
9138,1745,107,15,16,2024-11-12,6.0,247.26,0.2,Gift Card,Completed,1186.85,2024-11
9139,537,270,12,11,2023-03-18,4.0,17.58,0.05,Gift Card,Returned,66.8,2023-03
9140,1602,24,15,44,2025-04-14,3.0,129.26,0.0,PayPal,Cancelled,387.78,2025-04
9141,1798,163,3,43,2024-06-30,3.0,270.34,0.1,Credit Card,Cancelled,729.92,2024-06
9142,609,86,8,24,2024-09-01,5.0,302.91,0.0,Gift Card,Completed,1514.55,2024-09
9143,527,273,4,35,2025-08-29,4.0,265.88,0.0,Credit Card,Completed,1063.52,2025-08
9144,1276,129,11,12,2023-10-18,4.0,267.03,0.0,PayPal,Returned,1068.12,2023-10
9145,1338,58,1,50,2024-03-10,1.0,76.76,0.15,Debit Card,Pending,65.25,2024-03
9146,707,263,15,27,2023-04-22,2.0,47.7,0.2,PayPal,Completed,76.32,2023-04
9147,1879,207,3,20,2024-08-21,4.0,245.28,0.0,PayPal,Completed,981.12,2024-08
9148,1394,101,15,27,2025-04-17,5.0,314.94,0.0,PayPal,Pending,1574.7,2025-04
9149,1485,46,7,2,2024-12-10,5.0,393.27,0.0,Debit Card,Shipped,1966.35,2024-12
9150,1538,273,10,6,2023-06-20,6.0,265.88,0.1,PayPal,Returned,1435.75,2023-06
9151,684,3,7,40,2024-09-02,3.0,507.54,0.05,Debit Card,Shipped,1446.49,2024-09
9152,1012,255,12,10,2024-01-08,1.0,118.85,0.05,Debit Card,Completed,112.91,2024-01
9153,1427,236,9,25,2024-04-05,5.0,209.86,0.1,PayPal,Completed,944.37,2024-04
9154,1851,274,13,49,2025-11-12,5.0,57.88,0.0,Gift Card,Completed,289.4,2025-11
9155,915,200,8,24,2024-02-29,1.0,214.09,0.0,Credit Card,Cancelled,214.09,2024-02
9156,1098,112,1,41,2025-09-24,5.0,347.45,0.2,PayPal,Shipped,1389.8,2025-09
9157,84,32,14,47,2025-02-06,3.0,162.12,0.0,Credit Card,Cancelled,486.36,2025-02
9158,1329,266,9,38,2023-04-14,6.0,140.34,0.0,Credit Card,Cancelled,842.04,2023-04
9159,1045,277,8,24,2024-06-21,2.0,320.72,0.1,Credit Card,Cancelled,577.3,2024-06
9160,1807,52,12,17,2025-12-26,5.0,120.46,0.15,Cash,Completed,511.95,2025-12
9161,870,181,1,36,2023-11-13,4.0,334.11,0.1,Cash,Completed,1202.8,2023-11
9162,455,3,10,29,2025-07-05,6.0,507.54,0.05,PayPal,Pending,2892.98,2025-07
9163,1090,282,2,3,2023-08-07,2.0,461.23,0.0,Gift Card,Cancelled,922.46,2023-08
9164,206,11,6,14,2023-01-20,2.0,289.37,0.0,PayPal,Returned,578.74,2023-01
9165,320,40,10,29,2024-02-23,5.0,408.98,0.0,PayPal,Completed,2044.9,2024-02
9166,824,186,15,5,2023-06-23,3.0,39.01,0.0,Debit Card,Shipped,117.03,2023-06
9167,564,82,3,43,2023-11-09,3.0,166.87,0.0,Cash,Returned,500.61,2023-11
9168,479,280,6,9,2024-09-18,3.0,59.78,0.0,Gift Card,Shipped,179.34,2024-09
9169,1560,135,12,17,2023-08-07,5.0,126.8,0.05,Cash,Completed,602.3,2023-08
9170,221,275,15,18,2024-01-05,5.0,255.49,0.0,Debit Card,Completed,1277.45,2024-01
9171,414,53,14,8,2024-12-13,1.0,459.8,0.15,Cash,Cancelled,390.83,2024-12
9172,1882,226,13,49,2025-09-22,1.0,522.95,0.1,Cash,Pending,470.66,2025-09
9173,1000,135,13,46,2023-05-02,5.0,126.8,0.0,Credit Card,Returned,634.0,2023-05
9174,649,195,5,1,2024-05-22,1.0,165.25,0.0,Debit Card,Completed,165.25,2024-05
9175,1791,37,3,43,2023-08-13,1.0,91.98,0.0,PayPal,Completed,91.98,2023-08
9176,1395,262,3,31,2025-05-09,6.0,392.06,0.0,Cash,Completed,2352.36,2025-05
9177,446,184,2,45,2024-11-17,3.0,304.08,0.05,Credit Card,Shipped,866.63,2024-11
9178,1667,234,5,23,2024-08-09,4.0,314.58,0.0,Cash,Cancelled,1258.32,2024-08
9179,1084,164,9,38,2025-10-18,4.0,117.71,0.05,Gift Card,Completed,447.3,2025-10
9180,622,137,13,30,2025-10-20,4.0,47.19,0.1,Debit Card,Pending,169.88,2025-10
9181,1576,43,4,26,2025-06-20,3.0,121.68,0.05,Debit Card,Cancelled,346.79,2025-06
9182,1701,167,1,41,2024-02-14,4.0,87.74,0.2,Gift Card,Completed,280.77,2024-02
9183,1019,51,5,48,2024-03-11,1.0,190.91,0.0,PayPal,Completed,190.91,2024-03
9184,1727,211,7,2,2023-06-23,5.0,199.85,0.15,PayPal,Completed,849.36,2023-06
9185,347,239,15,44,2024-04-20,1.0,337.62,0.05,Credit Card,Cancelled,320.74,2024-04
9186,684,239,5,23,2023-05-03,5.0,337.62,0.15,Cash,Pending,1434.88,2023-05
9187,538,64,11,7,2025-10-11,3.0,566.62,0.0,Credit Card,Completed,1699.86,2025-10
9188,1353,51,11,33,2024-11-13,5.0,190.91,0.2,Credit Card,Completed,763.64,2024-11
9189,989,38,14,47,2025-06-27,3.0,142.98,0.2,Gift Card,Completed,343.15,2025-06
9190,1617,229,5,23,2025-12-24,5.0,321.97,0.1,Cash,Shipped,1448.87,2025-12
9191,1255,237,15,15,2025-02-14,2.0,159.44,0.2,Credit Card,Completed,255.1,2025-02
9192,1827,134,9,38,2024-12-28,6.0,170.45,0.0,Credit Card,Completed,1022.7,2024-12
9193,1500,288,9,38,2023-09-02,2.0,367.22,0.2,Credit Card,Cancelled,587.55,2023-09
9194,26,144,15,27,2025-10-01,4.0,296.96,0.0,Gift Card,Returned,1187.84,2025-10
9195,1069,184,4,26,2025-03-02,2.0,304.08,0.05,Debit Card,Completed,577.75,2025-03
9196,548,45,10,6,2024-12-28,3.0,107.36,0.15,Credit Card,Completed,273.77,2024-12
9197,1242,237,8,24,2023-07-29,2.0,159.44,0.15,Cash,Returned,271.05,2023-07
9198,658,138,2,28,2023-08-30,5.0,102.03,0.1,Credit Card,Cancelled,459.14,2023-08
9199,1392,205,9,25,2024-07-07,5.0,370.78,0.05,Debit Card,Pending,1761.2,2024-07
9200,975,288,15,27,2025-02-18,3.0,367.22,0.0,PayPal,Pending,1101.66,2025-02
9201,1321,182,4,35,2023-10-12,3.0,543.63,0.0,Cash,Pending,1630.89,2023-10
9202,22,144,11,12,2025-02-16,3.0,296.96,0.05,Gift Card,Completed,846.34,2025-02
9203,904,235,4,35,2023-05-18,3.0,265.0,0.2,PayPal,Pending,636.0,2023-05
9204,366,292,11,12,2024-04-20,1.0,398.38,0.05,PayPal,Completed,378.46,2024-04
9205,1459,285,13,49,2023-06-17,5.0,313.87,0.0,PayPal,Completed,1569.35,2023-06
9206,1036,87,15,15,2025-05-14,2.0,321.84,0.2,Cash,Cancelled,514.94,2025-05
9207,350,171,13,30,2025-10-26,4.0,293.86,0.1,Credit Card,Pending,1057.9,2025-10
9208,282,69,15,32,2023-05-18,2.0,444.45,0.15,Cash,Shipped,755.56,2023-05
9209,1738,160,13,46,2023-07-30,6.0,466.97,0.05,Gift Card,Completed,2661.73,2023-07
9210,693,292,7,40,2024-10-01,5.0,398.38,0.0,Gift Card,Completed,1991.9,2024-10
9211,442,299,5,1,2023-08-29,6.0,150.33,0.0,Cash,Cancelled,901.98,2023-08
9212,300,262,12,10,2025-08-23,3.0,392.06,0.0,Gift Card,Shipped,1176.18,2025-08
9213,1212,218,7,2,2023-07-19,1.0,95.1,0.2,Credit Card,Pending,76.08,2023-07
9214,1257,201,14,8,2023-03-31,5.0,307.14,0.0,Credit Card,Completed,1535.7,2023-03
9215,1494,80,7,40,2023-09-22,6.0,249.35,0.2,Credit Card,Shipped,1196.88,2023-09
9216,761,208,15,18,2025-08-30,2.0,146.45,0.1,PayPal,Returned,263.61,2025-08
9217,669,224,12,10,2023-05-17,1.0,190.7,0.05,Credit Card,Completed,181.16,2023-05
9218,1845,169,8,39,2025-05-07,2.0,446.78,0.05,Debit Card,Completed,848.88,2025-05
9219,449,127,4,35,2023-05-15,2.0,90.5,0.0,Gift Card,Returned,181.0,2023-05
9220,1941,255,7,40,2024-02-02,4.0,118.85,0.1,Credit Card,Completed,427.86,2024-02
9221,624,108,11,33,2025-11-17,5.0,603.53,0.0,Cash,Completed,3017.65,2025-11
9222,774,283,12,17,2023-07-30,2.0,84.31,0.2,Debit Card,Completed,134.9,2023-07
9223,346,146,11,7,2025-01-09,3.0,309.25,0.0,PayPal,Completed,927.75,2025-01
9224,385,79,10,4,2024-11-15,1.0,143.89,0.0,Debit Card,Shipped,143.89,2024-11
9225,706,37,14,8,2024-10-20,5.0,91.98,0.1,Debit Card,Cancelled,413.91,2024-10
9226,1058,113,8,24,2024-08-21,1.0,438.2,0.2,Gift Card,Shipped,350.56,2024-08
9227,116,147,7,40,2025-06-08,6.0,433.97,0.15,PayPal,Completed,2213.25,2025-06
9228,1086,92,3,43,2024-04-15,2.0,665.8,0.05,PayPal,Returned,1265.02,2024-04
9229,802,104,1,50,2023-06-18,3.0,61.42,0.0,Credit Card,Pending,184.26,2023-06
9230,906,212,14,47,2025-07-18,3.0,26.85,0.05,Debit Card,Returned,76.52,2025-07
9231,1794,99,13,13,2024-11-19,4.0,384.25,0.0,Cash,Shipped,1537.0,2024-11
9232,1254,252,15,18,2025-01-27,3.0,163.4,0.0,Cash,Completed,490.2,2025-01
9233,975,212,15,44,2023-11-07,3.0,26.85,0.05,Gift Card,Pending,76.52,2023-11
9234,1322,285,2,45,2023-10-27,5.0,313.87,0.05,PayPal,Completed,1490.88,2023-10
9235,1115,35,15,15,2023-01-07,5.0,53.95,0.05,Gift Card,Completed,256.26,2023-01
9236,1348,279,11,12,2023-11-12,3.0,281.48,0.05,PayPal,Cancelled,802.22,2023-11
9237,1128,11,9,38,2023-11-18,4.0,289.37,0.0,Gift Card,Shipped,1157.48,2023-11
9238,1889,141,14,8,2023-08-22,6.0,236.86,0.0,Gift Card,Completed,1421.16,2023-08
9239,1383,253,4,26,2025-06-29,4.0,101.3,0.0,Credit Card,Returned,405.2,2025-06
9240,737,244,2,28,2024-07-19,1.0,328.77,0.2,Credit Card,Pending,263.02,2024-07
9241,987,32,12,17,2023-05-22,3.0,162.12,0.0,Gift Card,Completed,486.36,2023-05
9242,1143,3,14,47,2024-08-04,4.0,507.54,0.2,Gift Card,Cancelled,1624.13,2024-08
9243,652,92,6,14,2025-02-15,6.0,665.8,0.05,Gift Card,Returned,3795.06,2025-02
9244,140,168,5,48,2025-01-05,4.0,303.92,0.0,PayPal,Completed,1215.68,2025-01
9245,1690,288,1,50,2024-07-26,3.0,367.22,0.15,Gift Card,Completed,936.41,2024-07
9246,429,268,5,48,2023-06-05,5.0,252.86,0.15,Cash,Completed,1074.66,2023-06
9247,1610,7,12,10,2024-11-07,2.0,279.59,0.15,Cash,Shipped,475.3,2024-11
9248,455,77,12,11,2023-11-19,4.0,442.92,0.2,Credit Card,Shipped,1417.34,2023-11
9249,1334,207,6,9,2025-04-22,1.0,245.28,0.2,Cash,Pending,196.22,2025-04
9250,1854,97,10,29,2023-06-24,6.0,228.27,0.0,Cash,Returned,1369.62,2023-06
9251,1346,297,4,35,2025-03-22,6.0,334.26,0.0,PayPal,Completed,2005.56,2025-03
9252,778,135,15,18,2023-04-18,2.0,126.8,0.1,Debit Card,Completed,228.24,2023-04
9253,258,226,8,39,2025-02-05,1.0,522.95,0.0,Credit Card,Completed,522.95,2025-02
